Data
35451.20515
35426.00474
35418.2626
35391.63391
35387.20203
35365.13865
35351.99694
35468
35489
35444.9707
35421.15881
35409.79509
35376.24158
35347.90531
35300.91116
35269.78452
35229.78902
35184.458
35148.8222
35119.99244
35115.38199
35112.03077
35089.13492
35067.15165
35058.80839
35056.49705
35053.59451
35013.79122
35004.08109
34969.37304
34921
34950
34985
35034
35087
35152
35134.32412
35174
35252
35436
35576
35680
35744.75428
35944.19195
36105.64107
36292.22546
36621.60003
36840
36908
36908
36875
36944
36968
37077
37169
37231
37238
37237
37509.93536
37782.23136
38005
38133
38266
38305
38381
38381
38545
38639
38747
38799
38877
38879
38882
38894
38943
38951
38960
38962
38962
38989
39009
39015
39140
39197
39255
39280
39324
39351
39351
39356
39445
39517
39679.34157
39883.01793
39984.14848
40326.41699
40644.99329
40726.13137
41029.95269
41109.04208
41372.07992
41422.09555
41467.78804
41527.15797
41864.35565
42014.36226
42112.8571
42243.00742
42519.8231
42564
42520
42513.846
42496.00978
42475.1605
42454.85241
42405.41966
42391.2921
42367.57616
42358.74548
42318.46185
42292.47694
42264.46363
42229.91394
42223.1187
42187.5602
42175.7228
42139.28248
42126.51142
42093.58703
42052.42103
42016.40888
42015.20476
41996.22637
41971.80376
41951.87237
41929.31226
41892.52914
41880.85465
41874.34424
41837.72411
41804.47149
41777.81047
41769.22949
41732.43211
41731.28515
41705.91294
41658.69963
41628.62464
41590.46649
41584.20879
41575.30756
41533.34365
41508.41797
41467.63955
41450.67783
41425.25896
41391.39045
41379.28156
41372.43928
41336.27515
41313.85437
41296.02964
41285.06718
41253.69263
41239.0296
41227.60363
41206.29308
41184.89911
41163.29234
41158.75337
41124.06176
41090.89475
41059.07274
41041.02449
41033.81313
41027.69813
40988.90553
40957.25652
40935.82349
40886.35834
40841.9097
40824.25932
40791.63959
40776.51379
40743.23326
40735.70437
40729.25417
40725.38346
40689.7613
40681.92854
40636.23876
40618.56504
40582.20434
40580.98822
40549.3124
40538.51607
40524.20273
40518.84793
40478.2665
40445.93225
40404.9024
40381.26078
40357.49365
40339.65253
40327.72971
40281.94231
40253.58897
40217.13873
40181.494
40175.26111
40137.00989
40130.0322
40128.05557
40111.62762
40080.92833
40066.55715
40021.61818
40014.43304
39966.40008
40098
40111
40105.78965
40059.55193
40023.19928
40019
40050.70475
40307.46865
40465.16953
40688.07175
40715.69843
40963.17245
40995.95385
41049.34181
41199.0372
41422.87841
41529.49169
41568.49177
41654.50817
41677.56796
41951.66098
41978.19867
42109.62506
42449.31035
42628.7322
42777.76058
42830.74423
43140.73054
43331.15412
43448.01018
43466.90456
43529.21093
43628.48366
43636.51335
43666.57863
43952.53045
44264.49749
44537.19731
44487.39376
44470.55614
44442.81191
44437.32451
44495
44686
44668.77988
44648.83553
44782
45127.19191
45460
45751
45844
45930
45962
46073
46184
46446
46632
46681
46766
46762
46762
46762
46821
46906
46929
47015
46999
47068
47216
47212.22796
47180.7205
47143.64164
47135.91527
47096.39284
47075.27277
47125
47361
47592
47603
47601.54664
47572.26031
47526.00617
47598
47781
48018
48158
48250
48313
48375
48434
48475
48532
48568
48583
48623
48647
48697
48707
48722
48720
48729
48733
48734
48743
48744
48749
48748
48747
48742
48740
48747
48753
48757
48755
48753
48745
48731
48726
48714
48695
48675
48650
48639
48624
48610
48580
48535.61536
48489.61542
48449.14938
48412
48376
48434
48405
48415
48429
48427
48466
48507
48582
48585
48594
48604
48598
48610
48619
48649
48662
48706
48724
48739
48750
48766
48803
48817
48849
48860
48874
48887
48904
48924
48932
48948
48955
48958
48965
48966
48990
49000
49007
49009
49007
49010
49019
49037
49038
49043
49043
49038
49040
49039
49044
49047
49047
49049
49048
49048
49048
49053
49052
49052
49046
49043
49042
49042
49043
49044
49046
49052
49045
49044
49043
49043
49044
49041
49031
49001
49004
49001
49004
49019
